OK,992499,Cross Country Express Shippers,Spirit Soda,CA,CA,1,538,,
OK,992500,Delagato's Express,Spirit Soda,CA,CA,1,250,,
OK,992502,Cross Country Express Shippers,Firebright,WA,WA,2,275,,
OK,992510,Greenway Carriers,Viktoria's,AR,WI,1.3,1,190,
OK,992511,Xpressway,Viktoria's,AR,SD,4,1,150,
OK,992515,Xpressway,Spirit Soda,CA,CA,2.5,400,,
OK,992516,Xpressway,Spirit Soda,CA,CA,2,350,,
OK,992517,Greenway Carriers,Spirit Soda,CA,CA,2,390,,
OK,992518,Greenway Carriers,Spirit Soda,CA,CA,2,468,,
OK,992519,Federal Amulgated,Spirit Soda,CA,CA,1.3,390,,
OK,992520,Xpressway,Spirit Soda,CA,CA,2,400,,
OK,992521,Greenway Carriers,Spirit Soda,CA,CA,2.5,390,,
OK,992528,Federal Amulgated,Spirit Soda,WA,WA,1,550,,
OK,992544,Airtight Shipping,Spirit Soda,CA,CA,1.7,390,,
OK,992545,Delagato's Express,Spirit Soda,CA,CA,1.8,390,,
OK,992547,Xpressway,Spirit Soda,CA,CA,1.5,350,,
OK,992549,Greenway Carriers,Spirit Soda,CA,CA,1.3,390,,
OK,992554,Greenway Carriers,Anova,OK,TX,1,600,,
OK,992557,Greenway Carriers,Viktoria's,AR,WI,1,1,10,
OK,992560,Xpressway,Spirit Soda,CA,NV,5,700,,
OK,992561,Federal Amulgated,Spirit Soda,CA,NV,3,700,,
OK,992562,Cross Country Express Shippers,Spirit Soda,CA,NV,4.5,700,,
OK,992566,Greenway Carriers,Spirit Soda,CA,OR,1,1,622,
OK,992572,Delagato's Express,Kyle Industries,KY,MO,2.2,636,,
OK,992576,Airtight Shipping,Spirit Soda,CA,CA,1.5,390,,
OK,992583,Xpressway,Spirit Soda,CA,CA,1,400,,
OK,992584,Greenway Carriers,Spirit Soda,CA,CA,1,390,,
OK,992594,Xpressway,Spirit Soda,CA,NV,6,700,,
OK,992595,Cross Country Express Shippers,Spirit Soda,CA,WA,1.3,1,800,
OK,992600,Federal Amulgated,Anova,WA,WA,1,300,,
OK,992601,Airtight Shipping,Anova,WA,WA,3,300,,
OK,992603,Cross Country Express Shippers,Spirit Soda,CA,NV,3.5,700,,
OK,992604,Greenway Carriers,Spirit Soda,CA,NV,1,700,,
OK,992610,Greenway Carriers,Viktoria's,AR,WI,2.2,1,364,
OK,992618,Xpressway,Spirit Soda,AZ,NM,1,800,,
OK,992619,Greenway Carriers,Accent on Style,PA,KY,1,650,,60
OK,992623,Cross Country Express Shippers,Spirit Soda,CA,NV,1,700,,
OK,992629,Greenway Carriers,Spirit Soda,CA,CA,1.5,390,,
OK,992630,Cross Country Express Shippers,Spirit Soda,CA,CA,2,390,,
OK,992635,Cross Country Express Shippers,Spirit Soda,AZ,WA,2,1,700,
OK,992637,Xpressway,Spirit Soda,CA,WA,3,1,818,
OK,992641,Greenway Carriers,Eliza Software,CA,PA,2,4,475,
OK,992642,Cross Country Express Shippers,Viktoria's,AR,MN,3,1,106,
OK,992643,Greenway Carriers,Accent on Style,CA,CA,1,550,,60
OK,992644,Delagato's Express,Spirit Soda,CA,WA,1.3,2,0,
OK,992647,Cross Country Express Shippers,Anova,WA,WA,1,300,,
OK,992649,Airtight Shipping,Viktoria's,AR,WI,1.5,1,50,
OK,992657,Airtight Shipping,Spirit Soda,CA,CA,1,390,,
OK,992676,Delagato's Express,Anova,WA,WA,1,300,,
OK,992677,Federal Amulgated,Anova,WA,WA,2,300,,
OK,992678,Greenway Carriers,Spirit Soda,CA,WA,1,1,800,
OK,992682,Greenway Carriers,Eliza Software,CA,PA,1.5,4,643,
OK,992683,Greenway Carriers,Anova,VA,PA,3.5,570,,
OK,992698,Cross Country Express Shippers,Spirit Soda,CA,CA,1.8,300,,
OK,992700,Airtight Shipping,Spirit Soda,CA,NV,2.7,700,,
OK,992705,Federal Amulgated,Anova,AZ,WA,1,2,0,
OK,992707,Federal Amulgated,Anova,AZ,WA,2,2,0,
OK,992709,Federal Amulgated,Spirit Soda,CA,NV,3.5,700,,
OK,992713,Federal Amulgated,Spirit Soda,CA,CA,2.8,460,,
OK,992714,Federal Amulgated,Value Mart,CA,WA,2,1,845,
OK,992717,Greenway Carriers,Spirit Soda,CA,CA,3,350,,
OK,992718,Federal Amulgated,Spirit Soda,CA,CA,1,350,,
OK,992729,Delagato's Express,Spirit Soda,CA,CA,2,423,,
OK,992732,Xpressway,Spirit Soda,CA,CA,1.5,473,,
OK,992738,Airtight Shipping,Spirit Soda,CA,CA,3,420,,
OK,992742,Xpressway,Spirit Soda,CA,CA,2,430,,
OK,992756,Xpressway,Spirit Soda,CA,CA,3,460,,
OK,992758,Xpressway,Spirit Soda,CA,CA,4.7,410,,
OK,992761,Greenway Carriers,Spirit Soda,CA,CA,4,500,,
OK,992763,Delagato's Express,Spirit Soda,CA,CA,2,360,,
OK,992765,Greenway Carriers,Spirit Soda,CA,CA,2,360,,
OK,992783,Xpressway,Spirit Soda,CA,CA,4.9,460,,
OK,992792,Greenway Carriers,Spirit Soda,CA,WA,1,1,978,
OK,992793,Federal Amulgated,Spirit Soda,CA,NV,1.5,700,,
OK,992800,Greenway Carriers,Kyle Industries,KY,MI,1,795,,
OK,992804,Delagato's Express,Spirit Soda,CA,CA,1,435,,
OK,992806,Airtight Shipping,Spirit Soda,CA,CA,1,450,,
OK,992810,Delagato's Express,Spirit Soda,CA,NV,1.5,700,,
OK,992814,Xpressway,Spirit Soda,CA,NV,1.5,700,,
OK,992815,Greenway Carriers,Anova,MD,KS,2,1,500,
OK,992819,Airtight Shipping,Spirit Soda,CA,NV,2.6,705,,
OK,992824,Delagato's Express,Spirit Soda,CA,CA,1,430,,
OK,992833,Greenway Carriers,Accent on Style,CA,CA,1.5,550,,90
OK,992835,Federal Amulgated,Spirit Soda,CA,WA,1,1,900,
OK,992838,Greenway Carriers,Anova,CA,CA,1.3,850,,
OK,992845,Xpressway,Spirit Soda,CA,NV,1,700,,
OK,992847,Delagato's Express,Spirit Soda,CA,NV,2,700,,
OK,992848,Cross Country Express Shippers,Spirit Soda,CA,NV,1.9,700,,
OK,992850,Greenway Carriers,Spirit Soda,AZ,NM,2.7,800,,
OK,992854,Federal Amulgated,Anova,TX,TX,3.5,575,,
OK,992857,Xpressway,Anova,TX,TX,1,560,,
OK,992861,Greenway Carriers,Spirit Soda,CA,NV,2.3,700,,
OK,992863,Xpressway,Spirit Soda,CA,NV,1.6,700,,
OK,992865,Cross Country Express Shippers,Anova,MN,OK,2,1,525,
OK,992879,Cross Country Express Shippers,Kyle Industries,KY,AR,2.8,760,,
OK,992881,Greenway Carriers,Kyle Industries,KY,AR,1.3,760,,
OK,992882,Greenway Carriers,Kyle Industries,KY,AR,1.5,725,,
OK,992890,Airtight Shipping,Viktoria's,AR,WI,1,1,280,
OK,992902,Cross Country Express Shippers,Spirit Soda,CA,NV,3.5,700,,
OK,992904,Airtight Shipping,Anova,AZ,WA,1.5,2,0,
OK,992909,Greenway Carriers,Spirit Soda,CA,NV,1.5,700,,
OK,992912,Airtight Shipping,Spirit Soda,CA,NV,1.2,700,,
OK,992916,Federal Amulgated,Spirit Soda,CA,CA,1.1,375,,
OK,992917,Xpressway,Spirit Soda,CA,CA,1.8,375,,
OK,992922,Xpressway,Spirit Soda,CA,NV,1.3,700,,
OK,992924,Delagato's Express,Spirit Soda,CA,CA,1,375,,
OK,992938,Xpressway,Spirit Soda,AZ,NM,2.5,800,,
OK,992940,Xpressway,Spirit Soda,CA,NV,1.3,700,,
OK,992946,Greenway Carriers,Spirit Soda,CA,WA,1,2,100,
OK,992951,Greenway Carriers,Spirit Soda,CA,WA,3.5,2,25,
OK,992958,Delagato's Express,Spirit Soda,CA,OR,5,1,700,
OK,992963,Delagato's Express,Anova,TX,CO,1,1,0,
OK,992965,Federal Amulgated,Anova,ID,UT,1.9,525,,
OK,992969,Xpressway,Anova,NE,KS,1.5,540,,
OK,992972,Greenway Carriers,Anova,TX,TX,1,550,,
OK,992974,Greenway Carriers,Spirit Soda,CA,NV,2,700,,
OK,992976,Greenway Carriers,Spirit Soda,CA,NV,1,700,,
OK,992978,Federal Amulgated,Spirit Soda,AZ,NM,2.5,1,0,
OK,992980,Cross Country Express Shippers,Spirit Soda,CA,CA,1,375,,
OK,992981,Delagato's Express,Spirit Soda,CA,CA,1.5,375,,
OK,992983,Xpressway,Spirit Soda,CA,CA,1,400,,
OK,992984,Federal Amulgated,Spirit Soda,CA,CA,3,375,,
OK,992986,Cross Country Express Shippers,Spirit Soda,CA,CA,1.8,375,,
OK,992990,Cross Country Express Shippers,Spirit Soda,CA,CA,1.5,885,,
OK,992991,Cross Country Express Shippers,Anova,AZ,UT,1,1,150,
OK,992997,Cross Country Express Shippers,Viktoria's,AR,WI,3,1,80,
OK,992998,Federal Amulgated,Viktoria's,AR,WI,6,1,23,
OK,993010,Airtight Shipping,Spirit Soda,CA,CA,5,375,,
OK,993011,Delagato's Express,Spirit Soda,CA,CA,1,350,,
OK,993016,Federal Amulgated,Spirit Soda,CA,CA,1.5,375,,
OK,993022,Greenway Carriers,Spirit Soda,CA,NV,2.5,711,,
OK,993027,Greenway Carriers,Spirit Soda,CA,CA,1,715,,
OK,993030,Federal Amulgated,Spirit Soda,CA,OR,3.1,1,750,
OK,993033,Greenway Carriers,Spirit Soda,CA,CA,2.5,200,,
OK,993044,Xpressway,Spirit Soda,CA,NV,1.5,711,,
OK,993046,Xpressway,Spirit Soda,CA,NV,2.5,711,,
OK,993049,Greenway Carriers,Spirit Soda,CA,NV,1.3,825,,
OK,993064,Federal Amulgated,Spirit Soda,CA,NV,1,711,,
OK,993066,Xpressway,Spirit Soda,CA,NV,1.7,711,,
OK,993075,Cross Country Express Shippers,Kyle Industries,KY,AR,1,758,,
OK,993076,Greenway Carriers,Spirit Soda,CA,NV,1.2,711,,
OK,993083,Delagato's Express,Spirit Soda,CA,NV,1.5,711,,
OK,993089,Greenway Carriers,Firebright,KY,WI,1.5,790,,
OK,993090,Greenway Carriers,Firebright,KY,WI,3,720,,
OK,993098,Greenway Carriers,Spirit Soda,CA,NV,6,711,,
OK,993106,Delagato's Express,Anova,OK,TX,1.6,560,,
OK,993109,Greenway Carriers,Anova,PA,PA,1,300,,
OK,993110,Xpressway,Eliza Software,CA,PA,1,4,658,
OK,993112,Cross Country Express Shippers,Anova,NE,KS,3,525,,
OK,993118,Xpressway,Spirit Soda,CA,NV,1.3,711,,
OK,993129,Greenway Carriers,Viktoria's,AR,WI,1,1,200,
OK,993134,Xpressway,Anova,OH,MO,1.3,800,,
OK,993139,Greenway Carriers,Viktoria's,AR,MN,2.5,1,75,
OK,993143,Xpressway,Anova,OK,TX,1,550,,
OK,993150,Xpressway,Spirit Soda,CA,CA,2.5,450,,
OK,993152,Airtight Shipping,Spirit Soda,CA,WA,1.6,2,0,
OK,993155,Greenway Carriers,Spirit Soda,CA,NV,2.8,711,,
OK,993157,Xpressway,Spirit Soda,CA,NV,2,711,,
OK,993160,Delagato's Express,Accent on Style,MT,CA,3.5,950,,210
OK,993167,Cross Country Express Shippers,Spirit Soda,CA,NV,1,736,,
OK,993168,Cross Country Express Shippers,Spirit Soda,CA,NV,1.5,753,,
OK,993171,Greenway Carriers,Anova,WA,WA,1,375,,
OK,993178,Delagato's Express,Spirit Soda,CA,CA,4.8,475,,
OK,993180,Greenway Carriers,Viktoria's,AR,WI,3.5,1,334,
OK,993181,Xpressway,Spirit Soda,CA,NV,3,711,,
OK,993191,Cross Country Express Shippers,Anova,WA,WA,2,325,,
OK,993196,Greenway Carriers,Anova,WA,WA,3.5,415,,
OK,993202,Greenway Carriers,Anova,WA,WA,3,375,,
OK,993207,Xpressway,Spirit Soda,AZ,NM,2,800,,
OK,993208,Greenway Carriers,Viktoria's,AR,WI,1,1,200,
OK,993211,Cross Country Express Shippers,Spirit Soda,CA,NV,2,711,,
OK,993216,Greenway Carriers,Spirit Soda,AZ,NM,1.5,800,,
OK,993217,Greenway Carriers,Spirit Soda,CA,NV,1,711,,
OK,993218,Greenway Carriers,Spirit Soda,CA,NV,1.5,711,,
OK,993219,Greenway Carriers,Spirit Soda,CA,WA,4,2,0,
OK,993223,Xpressway,Spirit Soda,CA,CA,4.5,350,,
OK,993224,Xpressway,Spirit Soda,CA,CA,1,350,,
OK,993225,Cross Country Express Shippers,Spirit Soda,CA,CA,2,350,,
OK,993226,Cross Country Express Shippers,Anova,TX,TX,1.2,590,,
OK,993227,Airtight Shipping,Anova,OK,TX,1.3,560,,
OK,993228,Airtight Shipping,Anova,PA,PA,5.5,485,,
OK,993232,Airtight Shipping,Anova,AZ,UT,1,1,75,
OK,993238,Delagato's Express,Spirit Soda,CA,CA,4.5,150,,
OK,993239,Cross Country Express Shippers,Spirit Soda,CA,CA,2.7,300,,
OK,993250,Greenway Carriers,Spirit Soda,NV,CA,2,541,,
OK,993252,Greenway Carriers,Spirit Soda,CA,CA,4,475,,
OK,993253,Greenway Carriers,Anova,NE,KS,2,525,,
OK,993255,Xpressway,Spirit Soda,CA,CA,2,425,,
OK,993257,Greenway Carriers,Spirit Soda,CA,CA,6,450,,
OK,993259,Federal Amulgated,Anova,ID,UT,1.8,500,,
OK,993270,Xpressway,Spirit Soda,CA,CA,1.4,410,,
OK,993272,Federal Amulgated,Spirit Soda,CA,CA,2.7,450,,
OK,993275,Airtight Shipping,Anova,AZ,UT,1.5,1,150,
OK,993280,Cross Country Express Shippers,Spirit Soda,CA,CA,1,410,,
OK,993281,Xpressway,Spirit Soda,CA,CA,4,450,,
OK,993282,Greenway Carriers,Spirit Soda,CA,CA,1.3,270,,
OK,993290,Federal Amulgated,Anova,OK,TX,1.5,560,,
OK,993291,Cross Country Express Shippers,Spirit Soda,CA,CA,2,475,,
OK,993293,Cross Country Express Shippers,Anova,AZ,UT,1,1,150,
OK,993294,Greenway Carriers,Anova,NM,CO,1,950,,
OK,993295,Cross Country Express Shippers,Accent on Style,IA,KY,6,1,0,360
OK,993301,Delagato's Express,Spirit Soda,CA,CA,1.2,425,,
OK,993309,Xpressway,Spirit Soda,CA,CA,3.3,450,,
OK,993332,Cross Country Express Shippers,Spirit Soda,CA,CA,2,425,,
OK,993333,Greenway Carriers,Spirit Soda,CA,CA,1,300,,
OK,993337,Greenway Carriers,Spirit Soda,CA,WA,5,2,75,
OK,993340,Greenway Carriers,Spirit Soda,CA,CA,1,410,,
OK,993341,Delagato's Express,Spirit Soda,CA,CA,1.5,450,,
OK,993343,Greenway Carriers,Spirit Soda,CA,CA,2,500,,
OK,993344,Xpressway,Spirit Soda,CA,CA,1.1,475,,
OK,993345,Greenway Carriers,Spirit Soda,CA,CA,4,450,,
OK,993348,Xpressway,Spirit Soda,CA,CA,1.5,325,,
OK,993351,Federal Amulgated,Spirit Soda,CA,WA,1,1,900,
OK,993352,Federal Amulgated,Spirit Soda,CA,CA,4,390,,
OK,993354,Cross Country Express Shippers,Spirit Soda,CA,CA,1.5,400,,
OK,993357,Xpressway,Anova,PA,PA,3,300,,
OK,993361,Cross Country Express Shippers,Anova,OH,MO,3.8,800,,
OK,993362,Cross Country Express Shippers,Anova,OH,MO,3,800,,
OK,993372,Xpressway,Spirit Soda,CA,CA,1,350,,
OK,993378,Greenway Carriers,Anova,OK,TX,1.3,605,,
OK,993385,Greenway Carriers,Spirit Soda,CA,WA,1.3,2,50,
OK,993389,Greenway Carriers,Spirit Soda,CA,CA,2.6,370,,
OK,993390,Delagato's Express,Spirit Soda,CA,CA,1.3,350,,
OK,993395,Federal Amulgated,Viktoria's,AR,WI,1,1,280,
OK,993397,Greenway Carriers,Spirit Soda,CA,CA,3,475,,
OK,993404,Delagato's Express,Spirit Soda,CA,CA,5.3,425,,
OK,993405,Greenway Carriers,Spirit Soda,CA,NV,1.1,711,,
OK,993406,Greenway Carriers,Spirit Soda,CA,CA,2,150,,
OK,993410,Federal Amulgated,Spirit Soda,AZ,NM,1,820,,
OK,993412,Xpressway,Anova,NE,KS,3.2,525,,
OK,993413,Delagato's Express,Spirit Soda,CA,CA,1.5,450,,
OK,993416,Cross Country Express Shippers,Spirit Soda,CA,CA,2,425,,
OK,993417,Greenway Carriers,Spirit Soda,CA,CA,1.5,500,,
OK,993418,Xpressway,Spirit Soda,CA,CA,1,375,,
OK,993423,Xpressway,Spirit Soda,CA,CA,6.5,375,,
OK,993430,Greenway Carriers,Spirit Soda,CA,CA,3,480,,
OK,993432,Delagato's Express,Spirit Soda,CA,CA,7.5,390,,
OK,993438,Greenway Carriers,Spirit Soda,WA,WA,4,595,,
OK,993441,Airtight Shipping,Spirit Soda,CA,CA,2.5,565,,
OK,993445,Delagato's Express,Viktoria's,AR,WI,1.3,1,290,
OK,993448,Cross Country Express Shippers,Spirit Soda,CA,CA,5,475,,
OK,993449,Cross Country Express Shippers,Spirit Soda,CA,CA,5,475,,
OK,993453,Xpressway,Spirit Soda,CA,CA,1.5,350,,
OK,993462,Federal Amulgated,Viktoria's,AR,WI,1,1,102,
OK,993470,Greenway Carriers,Anova,AZ,UT,3,1,150,
OK,993471,Federal Amulgated,Anova,AZ,UT,1,1,175,
OK,993474,Delagato's Express,Spirit Soda,CA,CA,1,365,,
OK,993475,Federal Amulgated,Spirit Soda,CA,CA,2.5,350,,
OK,993485,Xpressway,Koncept,WA,PA,3,2,924,
OK,993486,Cross Country Express Shippers,Eliza Software,CA,PA,1.2,4,475,
OK,993496,Greenway Carriers,Anova,CA,CA,1,825,,
OK,993500,Xpressway,Spirit Soda,CA,CA,1.1,325,,
OK,993501,Cross Country Express Shippers,Spirit Soda,CA,CA,4.3,325,,
OK,993502,Delagato's Express,Spirit Soda,CA,CA,1.2,700,,
OK,993508,Greenway Carriers,Spirit Soda,CA,CA,1.6,425,,
OK,993509,Federal Amulgated,Spirit Soda,CA,NV,1,770,,
OK,993520,Cross Country Express Shippers,Spirit Soda,CA,CA,5,150,,
OK,993528,Greenway Carriers,Spirit Soda,CA,CA,1,425,,
OK,993529,Greenway Carriers,Spirit Soda,CA,CA,1,475,,
OK,993533,Delagato's Express,Spirit Soda,CA,CA,3,393,,
OK,993534,Airtight Shipping,Spirit Soda,CA,CA,1.2,440,,
OK,993544,Cross Country Express Shippers,Spirit Soda,CA,CA,1.3,450,,
OK,993549,Greenway Carriers,Spirit Soda,CA,CA,1.5,540,,
OK,993554,Greenway Carriers,Anova,TX,TX,1,600,,
OK,993560,Xpressway,Spirit Soda,CA,CA,1.5,450,,
OK,993563,Xpressway,Spirit Soda,CA,CA,1.5,330,,
OK,993567,Greenway Carriers,Kyle Industries,KY,NC,1.7,1,0,
OK,993568,Federal Amulgated,Spirit Soda,CA,AZ,3.9,1,300,
OK,993569,Federal Amulgated,Spirit Soda,CA,CA,1.3,375,,
OK,993576,Greenway Carriers,Anova,TX,TX,1.8,580,,
OK,993577,Airtight Shipping,Spirit Soda,CA,CA,5,318,,
OK,993581,Federal Amulgated,Anova,KY,OH,1.5,700,,
OK,993582,Delagato's Express,Spirit Soda,CA,CA,2,535,,
OK,993591,Xpressway,Spirit Soda,CA,CA,1,318,,
OK,993595,Cross Country Express Shippers,Spirit Soda,CA,CA,1.2,400,,
OK,993598,Xpressway,Nextalis,WA,MI,1,2,75,
OK,993599,Airtight Shipping,Spirit Soda,CA,AZ,1.2,1,325,
OK,993605,Federal Amulgated,Anova,NM,CO,2.1,875,,
OK,993640,Delagato's Express,Anova,OK,TX,1,560,,
OK,993644,Cross Country Express Shippers,Spirit Soda,TX,GA,1,1,300,
OK,993649,Greenway Carriers,Spirit Soda,CA,AZ,2,1,325,
OK,993654,Delagato's Express,Anova,ID,UT,5.4,560,,
OK,993658,Airtight Shipping,Spirit Soda,CA,CA,1.8,475,,
OK,993660,Cross Country Express Shippers,Anova,CA,CA,1,500,,
OK,993662,Xpressway,Anova,TX,CO,1,975,,
OK,993671,Cross Country Express Shippers,Spirit Soda,CA,CA,1,318,,
OK,993677,Greenway Carriers,Spirit Soda,CA,CA,1,540,,
OK,993683,Airtight Shipping,Anova,NE,KS,1.3,525,,
OK,993686,Greenway Carriers,Spirit Soda,CA,CA,1,318,,
OK,993687,Federal Amulgated,Spirit Soda,CA,CA,1,318,,
OK,993688,Cross Country Express Shippers,Spirit Soda,CA,CA,1.6,386,,
OK,993689,Federal Amulgated,Spirit Soda,CA,CA,1,325,,
OK,993690,Airtight Shipping,Spirit Soda,CA,CA,3.1,425,,
OK,993691,Cross Country Express Shippers,Spirit Soda,CA,CA,1.5,450,,
OK,993693,Greenway Carriers,Spirit Soda,CA,CA,2.5,425,,
OK,993696,Xpressway,Spirit Soda,CA,CA,4,588,,
OK,993697,Greenway Carriers,Spirit Soda,CA,CA,3,335,,
OK,993702,Cross Country Express Shippers,Spirit Soda,CA,CA,1.5,390,,
OK,993704,Cross Country Express Shippers,Spirit Soda,CA,CA,3.5,318,,
OK,993706,Greenway Carriers,Spirit Soda,CA,CA,2,400,,
OK,993712,Airtight Shipping,Anova,TX,TX,2.5,600,,
OK,993719,Airtight Shipping,Spirit Soda,CA,CA,1.3,725,,
OK,993726,Airtight Shipping,Anova,AZ,UT,1.8,1,150,
OK,993727,Greenway Carriers,Koncept,WA,VA,4.6,3,49,
OK,993728,Xpressway,Spirit Soda,AZ,NM,1.3,825,,
OK,993732,Delagato's Express,Spirit Soda,CA,CA,2,300,,
OK,993735,Greenway Carriers,Anova,TX,TX,2,580,,
OK,993743,Greenway Carriers,Spirit Soda,CA,CA,2,200,,
OK,993744,Greenway Carriers,Spirit Soda,CA,CA,1.5,325,,
OK,993745,Greenway Carriers,Spirit Soda,CA,CA,5,325,,
OK,993758,Airtight Shipping,Spirit Soda,CA,WA,1,2,100,
OK,993762,Federal Amulgated,Spirit Soda,CA,CA,1,450,,
OK,993766,Xpressway,Spirit Soda,CA,CA,5,425,,
OK,993770,Cross Country Express Shippers,Spirit Soda,CA,CA,1.5,300,,
OK,993778,Federal Amulgated,Anova,AZ,UT,3.8,1,150,
OK,993788,Xpressway,Spirit Soda,CA,CA,1,400,,
OK,993791,Greenway Carriers,Spirit Soda,CA,CA,2,300,,
OK,993793,Greenway Carriers,Spirit Soda,CA,CA,1,365,,
OK,993796,Xpressway,Spirit Soda,CA,CA,2.8,445,,
OK,993809,Cross Country Express Shippers,Spirit Soda,CA,CA,1.5,425,,
OK,993810,Airtight Shipping,Spirit Soda,CA,CA,1,450,,
OK,993812,Cross Country Express Shippers,Anova,SC,NC,1,540,,
OK,993814,Airtight Shipping,Spirit Soda,CA,CA,1,450,,
OK,993821,Delagato's Express,Spirit Soda,CA,CA,2,525,,
OK,993822,Xpressway,Spirit Soda,CA,NV,2,690,,
OK,993823,Xpressway,Spirit Soda,CA,CA,1.3,325,,
OK,993825,Xpressway,Spirit Soda,CA,CA,2,318,,
OK,993830,Cross Country Express Shippers,Spirit Soda,CA,CA,1.5,450,,
OK,993831,Federal Amulgated,Spirit Soda,CA,CA,1,700,,
OK,993833,Greenway Carriers,Spirit Soda,WA,OR,2.7,390,,
OK,993835,Cross Country Express Shippers,Spirit Soda,CA,CA,1,400,,
OK,993837,Greenway Carriers,Spirit Soda,CA,CA,2.5,450,,
OK,993838,Xpressway,Spirit Soda,CA,CA,2.9,330,,
OK,993843,Greenway Carriers,Spirit Soda,CA,AZ,3,875,,
OK,993844,Airtight Shipping,Spirit Soda,CA,CA,2,525,,
OK,993854,Delagato's Express,Spirit Soda,CA,CA,1,400,,
OK,993855,Greenway Carriers,Spirit Soda,CA,NV,7,690,,
OK,993859,Airtight Shipping,Spirit Soda,CA,CA,1.8,318,,
OK,993867,Cross Country Express Shippers,Accent on Style,MT,CA,5.8,859,,348
OK,993868,Federal Amulgated,Spirit Soda,CA,CA,3,200,,
OK,993872,Xpressway,Spirit Soda,CA,CA,3.3,318,,
OK,993873,Federal Amulgated,Spirit Soda,CA,CA,1,350,,
OK,993890,Greenway Carriers,Spirit Soda,CA,CA,2,325,,
OK,993892,Federal Amulgated,Spirit Soda,CA,CA,1.7,450,,
OK,993895,Delagato's Express,Spirit Soda,CA,CA,2.6,318,,
OK,993896,Xpressway,Spirit Soda,CA,CA,2.5,348,,
OK,993898,Greenway Carriers,Spirit Soda,CA,CA,2,330,,
OK,993900,Greenway Carriers,Anova,ID,UT,2.5,500,,
OK,993908,Xpressway,Spirit Soda,CA,CA,4,150,,
OK,993909,Cross Country Express Shippers,Spirit Soda,CA,CA,1,385,,
OK,993919,Greenway Carriers,Spirit Soda,CA,CA,4,450,,
OK,993923,Xpressway,Spirit Soda,CA,CA,4,350,,
OK,993929,Greenway Carriers,Anova,AZ,UT,1,1,550,
OK,993930,Airtight Shipping,Anova,AZ,UT,1.3,1,300,
OK,993931,Greenway Carriers,M-Tell Wireless,TX,IN,1.8,1,185,
OK,993939,Airtight Shipping,Spirit Soda,AZ,NM,2.8,860,,
OK,993942,Cross Country Express Shippers,Blue Heron,MI,CA,6,2,975,
OK,993943,Airtight Shipping,Cathay Air,MI,CA,6.5,3,300,
OK,993945,Airtight Shipping,Cathay Air,MI,CA,1,2,960,
OK,993947,Delagato's Express,Cathay Air,MI,CA,1,2,960,
OK,993952,Xpressway,Cathay Air,MI,CA,2,3,85,
OK,993954,Delagato's Express,Spirit Soda,CA,CA,4,375,,
OK,993956,Greenway Carriers,Spirit Soda,CA,AZ,1,800,,
OK,993960,Xpressway,Spirit Soda,CA,CA,1.8,450,,
OK,993961,Xpressway,Spirit Soda,CA,CA,2.5,325,,
OK,993962,Federal Amulgated,Spirit Soda,CA,CA,1,350,,
OK,993963,Greenway Carriers,Spirit Soda,CA,CA,1,400,,
OK,993964,Xpressway,Spirit Soda,CA,NV,3,900,,
OK,993966,Cross Country Express Shippers,Spirit Soda,CA,NV,1.5,800,,
OK,993967,Federal Amulgated,M-Tell Wireless,TX,TX,4.5,765,,
OK,993976,Cross Country Express Shippers,Spirit Soda,CA,CA,2.5,430,,
OK,993979,Cross Country Express Shippers,Anova,AZ,UT,1,1,200,
OK,993980,Cross Country Express Shippers,Anova,AZ,UT,2.5,1,275,
OK,993981,Federal Amulgated,Spirit Soda,CA,NV,7,700,,
OK,993987,Cross Country Express Shippers,Spirit Soda,TX,TX,1,385,,
OK,993990,Federal Amulgated,Anova,TX,TX,1.5,580,,
OK,993992,Greenway Carriers,Anova,NE,KS,1,530,,
OK,993996,Cross Country Express Shippers,Spirit Soda,CA,CA,2,325,,
OK,993998,Xpressway,Spirit Soda,CA,CA,1.5,325,,
OK,994001,Delagato's Express,Spirit Soda,CA,CA,3,450,,
OK,994005,Xpressway,Anova,NE,KS,3.2,525,,
OK,994006,Greenway Carriers,Anova,NE,KS,1,200,,
OK,994026,Cross Country Express Shippers,M-Tell Wireless,FL,NC,1,1,480,
OK,994030,Greenway Carriers,M-Tell Wireless,NJ,KY,2.2,825,,
OK,994031,Greenway Carriers,M-Tell Wireless,NJ,KY,1.1,845,,
OK,994036,Delagato's Express,Spirit Soda,AZ,NM,4,946,,
OK,994037,Cross Country Express Shippers,Viktoria's,AR,WI,3,1,150,
OK,994038,Greenway Carriers,M-Tell Wireless,PA,KY,1,725,,
OK,994048,Delagato's Express,Spirit Soda,CA,CA,3.5,200,,
OK,994052,Delagato's Express,Cathay Air,MI,CA,1.5,3,125,
OK,994053,Greenway Carriers,Cathay Air,MI,CA,1,2,960,
OK,994059,Xpressway,M-Tell Wireless,TX,IN,1.5,1,225,
OK,994063,Greenway Carriers,Spirit Soda,CA,NV,3,683,,
OK,994067,Greenway Carriers,M-Tell Wireless,TX,IN,2,1,200,
OK,994069,Xpressway,Spirit Soda,CA,CA,2.5,525,,
OK,994075,Greenway Carriers,Spirit Soda,CA,CA,1,525,,
OK,994081,Greenway Carriers,Spirit Soda,CA,CA,2,450,,
